"The more he opens his mouth, the less I am sure...but his utter arrogance, makes me feel okay bout laughing",N
"I can feel myself getting dumber the longer I watch, but I can't stop",N
"Never change USA, never change. You guys are just too hilarious",N
America needs Donald Trump. I am with Donald Trump.,Y
What will be great about Trumps campaign is he will put out spme truth in a BIG wsy,N
"Oh please, the only thing the rich and powerful don't like about Trump is that he can't be controlled",Y
"The only thing to be feared about Trump is that mass under the combover, his mind!",Y
"want to know who the real trolls are? they legitemize rogue behavior by saying ""they were merely taking orders"".",Y
I have no use for Trump but you can hardly blame him for the mistake of some other fool..or was it a mistake? Maybe some opposing Republican infiltrator did this to discredit him,Y
Wow so many dummies and trolls. Trump is not even a candidate you idiots,Y
So I guess the intern do all the work in the USA the rest just get the money,Y
Trump employs more races than any other person in the U.S,Y
This gallery doesn't do justice to the facial contortions of Mr. Trump.?,Y
Only the Guardian can think this up,Y
Trump is a walking headline,Y
"When Trump called women fat pigs, or Mexicans rapists the republican field barely blinked. But when he rounds on a Fox journalist they all leap to her defense",Y
Trump is a chump,N
"Trump's an idiot, because of his pride and selfishness, he will completely lose it's ranking among their constituents. His illiteracy in politics amazes me. If he wants to win he needs to work on his behavior",Y
Trump must be taking Dickhead lessons from the Captain.,Y
Or visa versa..........,N
Trump is just a reflection of American society,N
"Underlying sexism is the basic disregard for the civility and respect that all humans are entitled to. Trump is sexist towards women but, more importantly, his is uncivilised to people in general",N
"Trump should no better then to attack someone who lives in the gutter, because that only provides them with a foot stool to the curb.",N
Well Trump might be an oaf with no limits ... but ... does he make a very good point about the insanity and destructiveness of political correctness,N
Trump is not wrong in pointing the finger at the damage and destruction wrecked by political correctness ...,Y
Trump does nothing to help us see through mass hysteria. He creates it.,Y
"It is becoming increasingly clear, that despite his billions, trump has a very low intellect. he is used to ordering folk about",Y
Donald Trump isn't afraid of women. Erick Erickson I just found out about today and for the life of me I cannot explain that man other than it appears that he chaired a meeting that threw the top polling candidate off their party's platform because Trump according to foul mouthed,Y
"I'm not a Trump supporter, and his jibe at Kelly was justified since she's been using Trump as a punching bag for ages so as to boost her ratings.",Y
Donald Trump is to Fox News what the Monster turned out to be for Dr Frankenstein. A grisly creation of a perverted infotainment network that values shock and advertising way above news and information.,N
Trump breaking the glass ceiling for Neanderthals,Y
"Trump once entered a pro wrestling stage. Problem is, he's never left since.",Y
Donald Trump will be on these US Sunday tv programs,Y
"Glad Trump doesn't have time for political correctness, because you sir maybe rich, I say maybe, but you are a baffoon, a complete bigot, sexist neanderthal",N
"Trump is the winner of The Bloody Fool Award of the Year...., because in America the punters are in love with crass stupidity.",Y
"Trump is the Corychev of the American right. Wildly popular with much of the core support, and entirely unelectable. He will be cheered on by the American left, much as Corbychev is loved by the right here.",N
"Donald trump has played this masterfully, and you lot are all 'losers' for not realising what he did",Y
"This is where I think trump was clever, he knew full well what conclusion people would jump to when he used them about a female moderator who he had an exchange with.",Y
"think he can see how the white knight syndrome is working amongst certain political commentators who he really dislikes, he see's how these comments are further damaging the republican party, and causing a split",N
"If Trump is that smart, we should rejoice that, at long last, the US will have a clever president",Y
"It is ??You could see there was blood coming out of her eyes. Blood coming out of her wherever.?? Notice the ""ood coming out of her wherever""? You're firedtt",N
"All things considered, I think I would prefer Donald Trump to Hillary Clinton ... At least, Trump does not fear telling his mind, even if the truth might hurt sometimes",N
Donald Trump is being cast off with daily new-findings into his controversy. Same things which happened with Romney not very long ago,Y
"Heh...well we know Trump likes his women blonde and dumb and more importantly 'silent'. Though I""m not crazy about Kelly at least she is an intelligent woman - I'm sure Trump didn't know what to make of it.",Y
"Trump is arrogant, aggressive, sexist and over confident. Give him a sex change and some nice make-up and you get Megyn Kelly",Y
"I watched this 'Debate' and found both Megyn and Trump to be bizarre , it was like one thief saying to another ""Don't steal things??",N
"A look at Trumps's twitter account show's the source of Trump's power, and its something that has been growing for a long time and it's something that will continue to grow",Y
"The problem is not Trump, let him say what he wants after all it is a ""free"" country??",N
Political correctness snap survey shows 83% in favor of Trump over Megyn Kelly,N
"At least Trump, unlike Marco Rubio, does not seem to be for sale to Sheldon Adelson. ""An intense courtship: This is just the latest in an aggressive string of moves by Rubio to win over one of the GOP??s biggest donors.",N
The U.S model of selecting a Presidential candidate is worthy of copying in other democracies also.The voters come to know of candidates like Mr.Trump beforehand so that they have enough time to decide either to accept or dump him,N
Trump is as mad as a box of frogs. No doubt. Artery popping mad. Mad like a snake on fire,N
Trump's SUPPOSED to spark outrage. it's right there in the staging notes. His role is a combination of Iago and Richard III,Y
megyn kelly is a racist who doesn't hide her opinions Trump ia a racist and misogynist both of are despicable people,N
"Trump the bully has trumped himsef with his vindictive tirade- arrogant, ignorant, defamatory, insulting- against an excellent female journalist who simply put him on the spot;",Y
"Don't blame Donald. It's not his fault. He's just immature, especially when his Nanny forgets to change his nappies.",N
"He talks about solutions but no specifics on why he thinks it would work, or how much it would cost. He is out of his depth. But having said that he would probably be no worse than the professional politicans who get elected",Y
Trump isn't a maverick. He's a moron,Y
People only have to look at what Trump tried in Scotland a few years back to see what kind of person he is.,N
It could be that we as a nation are coming to understand politics as theater.,Y
I see you're drinking the Trump Kool-Aid. Disgusting,N
I don??t frankly have time for total political correctness.,Y
Awesome how Trump feels completely entitled to make fun of other people on their looks,N
"Trump is a joke just like the GOP Clown Party. A rich, empty suit, vile human being that behaves like a spoiled bratty kid. Only a matter of time before they pull the curtain on this horror show.",N
"When you get to read all Trump's replies in order, then you realize, he won the debate",N
The Donald would get my vote if he moves his brands to America to be made here.,N
Trump is just saying what everyone else is afraid to say. Ill be at the Trump tower in vegas election day lol??,Y
Go for it Donald. Our country is in deep trouble. Don??t stop with the truth.,Y
"Everything Donald Trump is railing against seems to be a direct result of the drug war, which he wants to continue",Y
You have no idea how happy I am to see Donald Trump bleeding from the place that hurts him most,N
"Donald Trump is a very rich, but very sick, man. He is living proof that any American citizen, 35 or over, can run for President",Y
"I am Hispanic, take no offense from Trump and want him for President",N
Trump is facing this head-on and is winning the respect of true Americans.,Y
"Trump is an absolute gift for Democrats. Perhaps he??ll consider defending Bill Cosby, too, another ??successful,?? and terribly misunderstood person ( and a possible running mate for Trump. Sleaze and sleazier.)",Y
"Donald Trump is speaking about illegal immigration, not those who come here legally. Business will of course attack him. They want the illegals because they will work for practically nothing.",Y
Correct?? and let Macys and Univision and all of them go?? who cares?? I have no money to spend on their products anyway?? first work?? Trump is it??!!!,N
Trump announces there will be hell TOUPEE if he becomes President,N
An article came out today showing that a lot of illegal immigrants are working for the Trump organization. Typical hypocrite talking from both sides of his mouth.,N
All you supporters need to realize Trump will NEVER be president. Just the fact that he wasted so much time on birthergate shows he does not have America??s interest.,N
"What I don??t agree with is the Mexican cultural love for dog fighting, where these dogs are made to fight each other. These poor dogs have their faces and noses ripped up, ripped off even. They lose ears.",N
"Donald Trumps right on all counts except one, Mr Trump said some were not criminals, but, the truth is they, illegal immigrants, are all criminals, unless all of a sudden we have open borders.",Y
Trump is right. It is an inconvenient truth for the PC police but screw them. The government needs to do its job and control who comes across our borders.,N
"Trump is just saying what everyone is thinking!! Hypocrits, all of you who are persecuting him for telling our truth.",Y
"Trump is correct. Our own government some time ago, said that they estimated that 20% to 30% of all those hundreds coming into the U. S. Illegally every day are criminals of the worst kind.",N
"Go Donald Go??stop the hate people, go live in Arizona, then talk your talk. ..until then shuttie",Y
Mr Trump needs to b aware of the fact that we are not only deporting undocumented people. My son lived legally in this country for 34 years was an educated tax payer.,N
"Trump is oblivious to the facts regarding undocumented immigrants. Accoridng to Pew Research Center, 55 % of the ll million undocumented immigrants are Mexican while 45% are from other countries?CCanada, Ireland, Sweden just to name a few.",N
"In addition to skewed statements, Trump fails to mention that the fastest growing undocumented population is Asian not Latino.(Pew Research) Interestingly enough, Trump is not worried about the Canadian border. How ridiculous!",N
The media has intentionally distorted Trump??s remarks. Illegal immigration is hurting the American people and the anti-American takeover is a reality. Trump is the only one saying what many Americans feel.,N
Trump is delusional. There is no way would want this megalomaniac with his finger on the button,N
"Mr. Trump is absolutely correct in all of his above statements. As a former Federal Law enforcement officer, I know they are correct. It is the Mexican government that is totally corrupt and will not help their people.",Y
Trump is right. It is an inconvenient truth for the PC police but screw them. The government needs to do its job and control who comes across our borders.,N
The issue is not whether Trump offers jobs (although that too would be nice). The borders are now open to anyone who arrives. These people have no money and no skills.,Y
Trump is delusional. There is no way would want this megalomaniac with his finger on the button,N
This guy is making politics interesting again and putting fear into the career corporate politicians,Y
Trump is saying what he feels. With him at least you know what you get and what to expect. Who says the others (whether democrats or republicans) are any better?,Y
Donald Trump has brought up issues that most Americans ave been afraid to discuss because of the very real issue of being called ?? racists.,Y
Everyone in the world is a racist and yes Donald Trump is speaking his mind freely and you are welcome to do that thanks to the constitution but he is an idiot because everyone in this country is illegal,Y
GO TRUMP GO! DEPORT ALL THE ILLEGALS..,Y
"I like Trump, I will vote for him, so call me Idiot. How do you call people who voted for Obama?",Y
Bernie Sanders may make the crop politicians worried. But not Trump.,N
"Trump is cherry-picking, in order to make the case that his rhetoric isn't hurting him and the party with non-white voters.",N
Trump is only going to get better as a Candidate.,N
"Trump will not be the GOP nominee. He is an entertaining buffoon but at age 70 in 2016 he will be too exhausted from ""interviewing""",N
Blacks and Trump are just alike. All they care about is money and superficial image.,N
Blacks love Trump because illegal gang members terrorize their neighborhoods and Trump will deport them so fast it will make your head spin!!!!,Y
"Trump thinks ""the Blacks"" have it pretty easy.?",N
He is referencing reverse discrimination. White males are being shoved under due to the current prejudiced environment.,Y
Trump doesn't demand special treatment based on race...Some view that as a sign of respect,N
"His name is Trump, and he is a multibillionaire. Your name is Bump, and your whole life is...what? The bump is jealous.",Y
A vote for Trump is a vote for HATRED.,Y
I don't know where they are getting their data from but if it says black people are voting for Donald Trump it's a insignificant amount. No voter in their right mind should vote for Trump.,N
Trump will be good for the majority of Americans.,Y
"I am a black Independent voter, Trump's got my vote!",N
TRUMP is going to win. There are few scenarios left where he can lose. I mean Dems used to cheer that Trump was going to help Hillary win.....now that WHOLE scene is reversed.,Y
I don't think so. I doubt Trump will even get the GOP nomination. Not even the GOP is that dumb.,Y
Trump is showing respect for Latino-Americans by holding them to the same expectations of lawful behavior as everyone else.,Y
I'm voting for Trump.,Y
"I think Trump is a master negotiator and if he wanted to do a deal with Iran or Putin, he'd tell someone to get them on the phone as the first step.",Y
Trump is not a coward and he won't be bought. He owes no one. He won't favor one group over the other. He will follow the rule of law just for starters.,N
"That means he backed out on promises to pay and left his creditors holding the debt. I do not see that as being a good citizen, much less Presidential material",Y
Those are the rules of the game now. Ask Trump.,N
"Trump had them scared last debate but this time I think the gloves will be taken off. ?He told them he would lay down smack if they were mean to him they found out all he would do is beat up on the women, one of them wasn't even there to defend herself.",Y
"Like Donald Trump, who faked a medical issue to freeload off John McCain's service?",Y
It's called being Trumped.,Y
I'll predict some kind of a dustup with Dana Bash and Donald Trump.,N
Neither Trump nor Carson have a snowballs chance of winning anything.,Y
Trump says we can have our auto jobs back as soon as we match the wages paid in Mexico.,Y
Trump is going to tax the Corporate Executives and the Hedge Fund Managers just like everyone else... good thing he has is own money.... he ain't getting any of theirs.....,Y
Donald Trump's constant anti American message will reverberate less and less.,N
"Trump will mandate perfection all by himself, and one time Carson cut a brain. ?So all is good in Repubworld.",N
Trump has the ruling class elite sh2tting their pants from both parties!! Looks like the gravy train is over,N
Trump is a narcissistic t u rd with all the charm of a cheese grater in your underpants.,N
Trump is fine- These over entitled little sjw girls are the problem in all this. Trump is fine- tThese over entitled little sjw girls are the problem in allTTT this. Trump is a narcissistic t u rd with all the charm of a cheese grater in your underpants.,N
"How to run for president, according to Donald Trump",N
"Obviously, Donald Trump for all his wealth doesn't own a mirror",N
"Trump can say anything he wants and get away with it... Taking freedom of speech to another level, I don't think so! Lacking some class.",N
Trump is a fragged Pitbull,N
Trump himself is not at all attractive.,Y
"The Donald may be off his rocker in many ways, but no one can quarrel with his ability to inject a bit of entertainment value into normally-BS u.s. politics.",N
I have supported Donald Trump but now he is acting like a wet behind the ears teenager! Donald you are no longer a spring chicken and you do not photograph well and I don't think your wife is that hot like you do. Stop with the insults or people will go with someone else,N
I love Donald Trump and his complete ignorance towards Politically correct things.. He says what he wants,N
"Mr. Trump's missions are to feed his ego with his followers' blind adoration, to make the Republicans look ridiculous, and to divert voters' attention from the real issues with his sideshow.",Y
Trump is too cocky and childish to be a president. Always throwing his toys out with disregard to peoples feelings. He lacks the restraint required f a world dignitary. ,Y
Trump thinks he's in a consequence-free zone because of his wealth and proclivity to sue. Kick his a s s Carly. ,Y
Trump can win this thing but he needs to tone it down just a bit and steer away from comments like this.,Y
Trump please stops insulting women. Remember you once had a mother ,Y
He is such a chauvinist pig! I don't understand how people can support him.,N
Trump is god! Get used to it!,Y
Trump has the looks and personality of an orangutans. I am sure his supporters will like my lack of political correctness. Unless they are hypocrites.,N
Trump has been getting nonstop jokes about his hair. ,N
"Don't worry about Trump becoming POTUS. Enjoy his ridiculous comments, laugh with the majority of Americans concerning Trump. He will drop out of the race well before election time. ",Y
I think that was a real low blow for Trump. There is absolutely nothing wrong with her face. ,N
Imagine the name calling in Trump's White House. It would be a high rating reality show. ,N
"Trump must know what he is doing, his poll numbers go up with every controversy.",N
Unfortunately Mr. Trump has to spend an inordinate amount of time clarifying his poor choice of words and statements which leads me to believe he is not a very good communicator.,N
Hope Trump doesn't get your address as he'll come after you!!!! ,N
Oh yes because Donald Trump is such an Adonis!,N
Trump is the antichrist,N
Trumps going to be your next president lol you liberals can't stop him,N
Trump doesn't back down. If that's what you want vote Sanders ,Y
"Keep talking, Donald. Every time you speak, you dig yourself a bigger hole. This guy had many supporters and could have actually taken the Republican nomination, had it not been for his continually huge gaffs and childish attacks on anyone who opposes or even questions him.",N
Trump should just ignore Carly. She's not a real candidate anyway if something like this bothers her when her feelings are hurt. ,Y
The Donald has such a beautiful face. He's a real pretty boy. ,N
"Trump is an offensive blowhard. His little stint yesterday with Palin, Cruz and the Duck Dynasty miscreant was beyond embarrassing. ",Y
We rate Trump??s claim Mostly True.,Y
"Donald Trump the man who has been married 4 times, filed bankruptcy 3 times. And people what this man as President? You know I say let??s go back to a Right-wing Republican Regime again. Then we all can start chanting ??impeachment, impeachment??",Y
How is trump going to handle the time restrictions of the debates? He can??t state anything short order. Will he blame the moderators? Fox news? Decide the field needs thinning?,N
"Sorry Trump..jealous white boy, born with a silver spoon in his mouth; while our President grew up against the odds and really is a self-made man. Trump is no man, he is a bloated narcissist.",Y
"Donald Trump is a bloviated blowhard. His criticism of our President is pure bullcrap. Trump was called out by the President at the Washington Press Club dinner last year, and I think he??s been stewing over it the whole time.",Y
"Donald Trump/ See: 1.We all too stupid. 2.He thinks we too stupid. 3. Well vote for me, I done business in the hood las?? night. Being rich has a demented effect on a Republican like him. What an example of stupidity politicking.",Y
"You know what, I believe him. Donald Trump Claims Voters Don??t Care That He Knows Nothing",Y
"He's arrogant, rude, loud-mouthed, possesses a great deal of ignorance, and is filthy rich.",Y
Trump is no more racist than your average Islamic.,Y
"Trump is not a racist, he has told us this many times. So that just leaves STUPID as an excuse for his utterances.",Y
Trump just says what everybody thinks.,Y
Trump is a rather scary politician. Hopefully his rise will be short lived. But we can expect a politician like him in Europe in the near future.?,Y
The name makes me smile. It's slang for fart.,N
"Trump is an adequate man, and only naturally on American law have to be president. I would doubt if he should but he is self-made candidate for the past.",N
Trump will win the Republican nomination for the 2016 Presidential elections - and most of you commenting here haven't a clue why?,Y
Donald trump is an arrogant corporate billionaire with no intentions of leading the citizens of this country anywhere but further into poverty and or the prison industrial complex,N
I am part of the 99% of America not the 1% that trump favors,N
Donald Trump is GROSS and disgusting. Would never want him to speak for me.,Y
Donald Trump should not be allowed to run for president. He is a racist that would cause more harm than good to our country.,N
Donald Trump is a sick man and his views are regressing. We want our nation to make progress!,Y
Donald trump is a fucking piece of shit and if he wins I'm fucking moving to Canada fuck that shit,N
I would move to Canada if Trump became president.,N
"Donald trump has proven to be a violent, greedy human. Why someone with such a sick mind could be given the chance to lead a nation is completely ridiculous and careless.",N
"Trump is a greedy, arrogant, selfish prick. Exactly the opposite of what America needs.",N
He has bullied people who speak up against him both on the Web and in press conferences. A president should not hate his people.,N
"Donald Trump is a horrible human who belittles Latinos but also women and anything else that stands in his way. He does not deserve to even be running for president. He stand for everything that's wrong not just as president, but as a human being.",Y
"Trump and Christie have views that are so narrow-minded and closed-minded, and such a person should never be considered for the Presidency, nor any other office, because they don't have the best interest of the people of this land!",N
"Mr. Trump is a poor representation of someone qualified to run this great country as he has clearly communicated that he is misogynistic, racist and does not understands the role of diplomacy in dealing with other world leaders.",N
"I don't want Trump to be president, I think that he is an ignorant person and doesn't have empathy for Mexicans",Y
"Donald Trump continues his war against Hispanics. Don't believe me? Just ask him, he'll tell you and this is the new face of the Republican Party? Look at the way they disrespected Obama and guess what amigos? You're next!",Y
"Since Donald Trump hates illegal immigrants so much, why do his businesses often hire illegal immigrants?",N
Liberals are good people...as long as you agree with there stupid agenda. Trump is not racist for his straight talk.,N
If trump gets the nomination it will be the end of the GOP for the next 20 years. People seem to forget Fox news type voters are a minority and getting smaller every year.,Y
