@relation Twitter

@attribute TwitterNum numeric
@attribute body string
@attribute classOfTweet {pos,neg}

@data
1228689867,'Yes please.  USER gave me some great free sites, but apparently I am not that smart ',pos
1229116321,'you can\'t call me that. I\'m mildly hungover today!    hee',pos
1229157146,'w00t! Just released the new design for URL! USER did an awesome job with the design! Check it out! ',pos
1228408600,'Say hi to Holly next time you\'re in the Safeway on 8th Street. She\'s British. ',pos
1228769086,'I\'m done with finals ',pos
1230698715,'I got your order, you nut ;) no extra code, btw-it\'s already in there for you ',pos
1229995672,'Baby i can be your weekend LOVER ',pos
1231217079,'I\'m doing a girl\'s night out tomorrow night, wanna come!? Congrats on your race Linda. ',pos
1229042017,'Our AV team is fabulous! I think I have them upload new video content on a daily basis ',pos
1228610845,'Maybe  why?',pos
1228832694,'Lily\'s had me up since 7. Husband blissfully sleeping away, working on 9 hours now. Me = &gt;5  doesn\'t bode well for errand running 2day.',neg
1229141953,'Oh wow how nice. One of the neighbors left cards & cookies at all our doors. ',pos
1229721949,'So much feedback. Several bugs uncovered. Guess I\'ll be busy coding this weekend ',pos
1229098419,'i\'m 5\'4\". see, we\'re equal in more ways than one ',pos
1231028403,'Totally unasked - so thoughtful.  I think it\'s the oldest born thing kicking in.',pos
1230158024,'i\'m hardly hero material....but i love you  you made my whole month, i swear.',pos
1230949147,'Your approach is right. Should be a law. ',pos
1228169338,'Banana nut ice cream with my mom ',pos
1230607077,'OFFICIALLY DONE FOR THE SEMESTER. ',pos
1230419919,'gosh i have to make that passport of mine, it\'s so troublesome but I\'ll do it just to hang out with you! ',pos
1228828188,'USER  I like, well anything, if someone else is buying ',pos
1228954689,'just got home. The whole cantata was a huge success. Thank you, Lord. ',pos
1228687585,'feel free to give a giveaway to me. I would not mind at all if it has to do with CPA ',pos
1230431522,'Nice one. Guess I\'ll catch you all after the new year. ',pos
1228486731,'nu. Hij heeft me bij voorbaat verzocht geen USER te pullen  (gna) #zzp',pos
1229810256,'I\'m home - but won\'t be online for too long since it\'s a lot later than planned ... and work tomorrow of course ',neg
1229943259,'oh my I just confessed in front of a billion tweet people.   I may not know ALL I read but I do have an idea. And yet...still',pos
1230185694,'night! ',pos
1231088448,'Best thing is to go to all of our following lists and decide who you like! ',pos
1231195211,'It\'s a rainy new year! ',pos
1229195566,'actually, on second thoughts \'re-affirming\' would be a better choice of words than \'reassuring\' ',pos
1229509500,'But since I don\'t really know AppleScript, other than clumsy cut-and-pasting sometimes, that fails both \"EZ\" and \"quick\" for me ',neg
1230661977,'I enjoyed it - good sag paneer, very good bhajis.  Their veg curry didn\'t have much veg, but naan for mopping up goo, hurrah!',pos
1229413554,'the only negative thing is that it slows your connection slightly. but seeing free premium TV makes it worth it! ',pos
1230061992,'Bubble Boy was on tv this morning  Great start to my day!',pos
1228668853,'thx. already had the two medical blogs in my list ',pos
1228483865,'leaving early to go record shopping .... lots of great people and energy at #barcampstl ... can\'t wait to start planning the next one! ',pos
1229204025,'Ziet er goed uit! Hoe en waar te bestellen? ',pos
1229118301,'Home.Finally. You know, I wanted to be first out, or last out.  I went out in the worst possible place.  The first one to NOT get money.  ',pos
1230703149,'We\'re due February 11th!  6.5 more weeks to go . Have everything done just keeping her baking now ',pos
1227790818,'since i graduated from college i felt this was necessary  lol URL check it out, leave some love &lt;3',pos
1231261970,'Watching it snow, sitting by the fireplace, doing some work and thinking about the move to SF Bay Area. So peaceful. ',pos
1230970355,'Good Morning! You don\'t need lessons...you know how to grab, mix and improvise. You\'re a natural! ',pos
1230037342,'Ownin USER badly in HAlo 3. ',pos
1230999210,'forgot my leftovers for lunch  they\'re really tastey too ',neg
1229357120,'did you see li\'l oliver?! check oscar\'s photos on facebook ',pos
